SYMBOL,MARKET_CAP,MARKET_CAP_CATEGORY,PE_RATIO,PRICE_TO_BOOK,ROE,DEBT_TO_EQUITY,OPERATING_MARGIN,PROFIT_MARGIN,REVENUE_GROWTH,EARNINGS_GROWTH,CURRENT_PRICE,SECTOR,RAW_SECTOR,INDUSTRY,FETCH_DATE,REVENUE_GROWTH_SCORE,EARNINGS_GROWTH_SCORE,GROWTH_SCORE,GROWTH_RANK,ROE_SCORE,OPERATING_MARGIN_SCORE,PROFIT_MARGIN_SCORE,DEBT_PENALTY,QUALITY_SCORE,QUALITY_RANK,PROMOTER_HOLDING,FII_HOLDING,DII_HOLDING,PLEDGE_PERCENT,OWNERSHIP_SCORE,OWNERSHIP_RANK
IRFC,1347101655040.0,LARGE CAP,19.195532,2.3773062,0.12895,744.593,0.97516996,0.97318,0.106,0.104,103.08,OTHERS,Financial Services,Credit Services,2026-05-11,10.6,10.4,10.5,1125,12.895,97.516996,97.318,744.593,-16.361451200000005,2144,57.18,26.73,27.0,1.11,34.671,82
TATACOMM,447877513216.0,LARGE CAP,42.913708,15.734669,0.31131,335.485,0.084359996,0.04038,0.094,-0.747,1571.5,TELECOM,Communication Services,Telecom Services,2026-05-11,9.4,-74.7,-32.65,2210,31.131,8.4359996,4.038,335.485,-19.11235012000001,2177,54.81,41.99,14.85,8.69,34.623999999999995,83
MUTHOOTFIN,1380328931328.0,LARGE CAP,15.84205,3.8750105,0.26691,384.601,0.75657,0.51138,0.765,0.975,3438.2,OTHERS,Financial Services,Credit Services,2026-05-11,76.5,97.5,87.0,293,26.691,75.657,51.13799999999999,384.601,6.36334999999999,688,43.35,43.52,26.38,2.27,34.596500000000006,84
PFC,1480095563776.0,LARGE CAP,5.8704185,1.1655587,0.0,603.342,0.93408996,0.50505,0.115,0.08,448.5,OTHERS,Financial Services,Credit Services,2026-05-11,11.5,8.0,9.75,1148,0.0,93.408996,50.505,603.342,-19.685251200000003,2182,58.25,29.4,21.91,2.05,34.48,85
TMCV,1513438183424.0,LARGE CAP,6.7732368,14.766113,0.0,87.545,0.09937,0.0,0.154,-0.481,411.0,AUTO,Consumer Cyclical,Auto Manufacturers,2026-05-11,15.4,-48.1,-16.35,2004,0.0,9.937,0.0,87.545,-5.7734000000000005,1877,53.92,36.54,19.09,1.37,34.4695,86
LTF,739107864576.0,LARGE CAP,24.810764,2.7974017,0.111169994,393.442,0.43723,0.33077,0.319,0.264,295.0,OTHERS,Financial Services,Credit Services,2026-05-11,31.9,26.4,29.15,674,11.1169994,43.723,33.077,393.442,-14.067100210000005,2112,53.26,43.67,10.86,0.22,34.434999999999995,87
KIOCL,240517496832.0,LARGE CAP,0.0,14.501649,0.0,11.138,0.0064499998,-0.115200005,-0.116,0.0,395.75,METALS,Basic Materials,Steel,2026-05-11,-11.6,0.0,-5.800000000000001,1783,0.0,0.64499998,-11.5200005,11.138,-3.800300131,1747,58.73,28.46,22.76,4.34,34.3495,88
SHYAMMETL,242609995776.0,LARGE CAP,25.131163,2.2138422,0.0,9.426,0.06136,0.05562,0.178,0.0,871.8,METALS,Basic Materials,Steel,2026-05-11,17.8,0.0,8.9,1182,0.0,6.136,5.562,9.426,2.2887,1094,52.76,39.05,17.26,1.75,34.321,89
APOLLOTYRE,256638238720.0,LARGE CAP,27.768654,1.6559995,0.0,29.09,0.1034,0.0336,0.118,0.399,405.7,AUTO,Consumer Cyclical,Auto Parts,2026-05-11,11.8,39.900000000000006,25.85,733,0.0,10.34,3.36,29.09,1.0329999999999997,1255,59.87,33.12,14.65,2.55,34.297999999999995,90
CREDITACC,237046464512.0,LARGE CAP,176.70645,3.3041403,0.105100006,301.484,0.56672,0.18677999,1.259,6.162,1480.8,OTHERS,Financial Services,Credit Services,2026-05-11,125.9,616.2,371.05,70,10.5100006,56.672,18.677999,301.484,-4.79880004,1815,48.89,38.78,23.42,3.92,34.208499999999994,91
BHARTIHEXA,732349988864.0,LARGE CAP,41.78887,10.900823,0.28811002,94.665,0.30727,0.19015,0.048,0.814,1464.7,TELECOM,Communication Services,Telecom Services,2026-05-11,4.8,81.39999999999999,43.1,508,28.811002,30.727,19.015,94.665,14.589200699999996,281,42.66,44.27,24.25,0.72,34.20249999999999,92
BERGEPAINT,575830491136.0,LARGE CAP,54.689926,9.165909,0.0,11.082,0.124309994,0.08997,0.003,-0.079,493.85,CHEMICALS,Basic Materials,Specialty Chemicals,2026-05-11,0.3,-7.9,-3.8,1730,0.0,12.4309994,8.997,11.082,4.87034982,820,57.59,28.57,24.91,7.63,34.192,93
GODREJPROP,540457074688.0,LARGE CAP,29.19935,2.9512098,0.09969,82.119,0.14072,0.36056,0.63,0.701,1794.3,REALTY,Real Estate,Real Estate - Development,2026-05-11,63.0,70.1,66.55,361,9.969,14.072,36.056,82.119,8.51285,548,51.44,43.13,16.6,9.65,34.12799999999999,94
PATANJALI,494108114944.0,LARGE CAP,29.993395,4.078205,0.0,23.903,0.03551,0.04236,0.152,0.597,454.1,FMCG,Consumer Defensive,Packaged Foods,2026-05-11,15.2,59.7,37.45,568,0.0,3.551,4.236,23.903,-0.266,1418,51.68,44.53,11.98,3.99,34.04299999999999,95
EXIDEIND,299795021824.0,LARGE CAP,35.16451,2.0388463,0.06172,11.308,0.07477,0.047199998,0.093,0.15,352.7,AUTO,Consumer Cyclical,Auto Parts,2026-05-11,9.3,15.0,12.15,1070,6.172,7.477,4.7199998,11.308,4.45249995,856,38.95,44.17,29.85,3.2,34.025999999999996,96
JSWSTEEL,3081543614464.0,LARGE CAP,41.519238,3.7100704,0.0,118.74,0.08989,0.041589998,0.111,1.986,1262.6,METALS,Basic Materials,Steel,2026-05-11,11.1,198.6,104.85,240,0.0,8.988999999999999,4.1589998,118.74,-8.137550050000002,1980,59.4,36.39,12.97,9.39,34.0105,97
DATAPATTNS,231885602816.0,LARGE CAP,93.45668,15.07267,0.0,0.378,0.43129003,0.25311002,0.479,0.307,4142.0,DEFENCE,Industrials,Aerospace & Defense,2026-05-11,47.9,30.7,39.3,551,0.0,43.129003,25.311002,0.378,19.2286514,189,60.69,25.2,20.69,0.33,33.940999999999995,98
NAM-INDIA,679976370176.0,LARGE CAP,45.133415,14.567924,0.34476003,1.617,0.65431,0.52143,0.196,0.273,1065.6,OTHERS,Financial Services,Asset Management,2026-05-11,19.6,27.3,23.450000000000003,796,34.476003,65.431,52.143,1.617,44.56995104999999,49,53.94,27.35,27.51,0.45,33.91649999999999,99
FLUOROCHEM,410542407680.0,LARGE CAP,62.75903,5.3848405,0.0,22.475,0.14701,0.13520001,-0.01,-0.19,3737.3,CHEMICALS,Basic Materials,Specialty Chemicals,2026-05-11,-1.0,-19.0,-10.0,1886,0.0,14.701,13.520001,22.475,5.542800250000001,768,54.35,26.47,28.68,2.55,33.878499999999995,100
ACE,109694861312.0,MID CAP,25.947353,6.1506486,0.0,8.005,0.14137,0.13161,-0.023,0.043,921.65,CAPITAL GOODS,Industrials,Farm & Heavy Construction Machinery,2026-05-11,-2.3,4.3,1.0,1469,0.0,14.137,13.161,8.005,6.73085,663,64.79,22.16,19.02,2.09,33.8705,101
THERMAX,511999475712.0,LARGE CAP,70.92853,10.136059,0.0,35.784,0.0765,0.066,0.051,0.761,4545.1,CAPITAL GOODS,Industrials,Conglomerates,2026-05-11,5.1,76.1,40.6,536,0.0,7.649999999999999,6.6000000000000005,35.784,0.3666,1324,63.66,31.39,11.27,6.49,33.8665,102
WOCKPHARMA,264147271680.0,LARGE CAP,123.43204,5.7720714,0.0,50.369,0.12162,0.00693,0.232,2.967,1625.6,PHARMA,Healthcare,Drug Manufacturers - Specialty & Generic,2026-05-11,23.200000000000003,296.7,159.95,167,0.0,12.162,0.6930000000000001,50.369,-1.2150500000000002,1516,50.76,42.42,17.31,9.63,33.8565,103
TIINDIA,579148840960.0,LARGE CAP,97.14935,7.697888,0.0,27.724,0.07277,0.028169999,0.207,-0.142,2992.2,CAPITAL GOODS,Industrials,Conglomerates,2026-05-11,20.7,-14.2,3.25,1382,0.0,7.277,2.8169999,27.724,0.114949975,1350,42.67,40.62,27.0,3.19,33.5515,104
PWL,315509899264.0,LARGE CAP,0.0,50.610092,0.0,67.044,0.12047,-0.066939995,0.337,-0.027,110.33,FMCG,Consumer Defensive,Education & Training Services,2026-05-11,33.7,-2.7,15.500000000000002,980,0.0,12.047,-6.6939995,67.044,-4.763799875,1814,49.61,30.37,28.61,1.67,33.459999999999994,105
METROBRAND,281867845632.0,LARGE CAP,72.6264,15.473465,0.0,77.874,0.22803,0.14243001,0.154,0.358,1034.2,FMCG,Consumer Cyclical,Apparel Retail,2026-05-11,15.4,35.8,25.6,747,0.0,22.803,14.243001,77.874,2.61425025,1056,59.65,22.1,24.4,2.36,33.3715,106
HYUNDAI,1549434617856.0,LARGE CAP,26.733492,7.738226,0.29916,5.484,0.07308,0.07676,0.048,-0.222,1906.9,AUTO,Consumer Cyclical,Auto Manufacturers,2026-05-11,4.8,-22.2,-8.7,1845,29.916,7.308000000000001,7.675999999999999,5.484,14.033599999999996,296,48.65,32.73,28.05,5.68,33.291000000000004,107
BPCL,1258062741504.0,LARGE CAP,5.1137547,1.3393954,0.0,56.386,0.08156,0.054959998,0.052,0.888,294.45,POWER,Energy,Oil & Gas Refining & Marketing,2026-05-11,5.2,88.8,47.0,477,0.0,8.155999999999999,5.4959998,56.386,-1.8178000500000009,1571,56.21,34.57,13.32,2.46,33.128499999999995,108
METROPOLIS,116082827264.0,MID CAP,69.294556,8.096657,0.0,13.916,0.15513,0.10741,0.258,0.304,559.9,PHARMA,Healthcare,Diagnostics & Research,2026-05-11,25.8,30.4,28.1,694,0.0,15.512999999999998,10.741,13.916,5.947549999999999,741,64.04,22.29,17.22,3.19,33.086999999999996,109
GODREJIND,385995177984.0,LARGE CAP,39.356113,3.7110858,0.0,212.69,0.18681999,0.042280003,0.107,0.086,1146.05,CAPITAL GOODS,Industrials,Conglomerates,2026-05-11,10.7,8.6,9.65,1151,0.0,18.681999,4.2280003,212.69,-14.607400225000005,2123,57.46,29.28,18.57,5.43,32.9945,110
UTIAMC,126914396160.0,MID CAP,31.429026,2.8850734,0.09776,3.129,0.38298,0.23798999,0.067,0.0,987.5,OTHERS,Financial Services,Asset Management,2026-05-11,6.7,0.0,3.35,1375,9.776,38.298,23.798999,3.129,20.54784975,169,64.25,21.83,19.28,8.88,32.9685,111
STARHEALTH,303586803712.0,LARGE CAP,54.482574,3.9903944,0.0,0.0,0.03249,0.025840001,0.138,188.0,515.95,OTHERS,Financial Services,Insurance - Life,2026-05-11,13.8,18800.0,9406.9,6,0.0,3.249,2.5840001,0.0,1.620700025,1179,50.67,43.62,12.0,8.92,32.92849999999999,112
PPLPHARMA,243951616000.0,LARGE CAP,0.0,3.017418,-0.04002,69.519,0.08799,-0.03675,-0.001,0.0,184.15,PHARMA,Healthcare,Drug Manufacturers - Specialty & Generic,2026-05-11,-0.1,0.0,-0.05,1604,-4.002,8.799,-3.675,69.519,-6.6316500000000005,1922,45.57,34.47,26.97,1.36,32.897,113
AUROPHARMA,863419629568.0,LARGE CAP,24.739557,2.463726,0.0,22.248,0.15135999,0.10509,0.084,0.076,1486.6,PHARMA,Healthcare,Drug Manufacturers - Specialty & Generic,2026-05-11,8.4,7.6,8.0,1215,0.0,15.135999,10.509,22.248,4.9432497,809,46.83,31.59,28.8,3.71,32.6965,114
GICRE,686058110976.0,LARGE CAP,7.1281443,0.68912715,0.10142,0.0,0.17906,0.18316999,0.116,0.029,391.05,OTHERS,Financial Services,Insurance - Reinsurance,2026-05-11,11.6,2.9000000000000004,7.250000000000001,1239,10.142,17.906,18.316999,0.0,13.500749749999995,316,49.12,33.75,21.35,0.07,32.6475,115
SUPREMEIND,459692965888.0,LARGE CAP,48.275726,7.4488287,0.16128999,1.473,0.14222999,0.085039996,0.165,0.475,3617.3,CAPITAL GOODS,Industrials,Building Products & Equipment,2026-05-11,16.5,47.5,32.0,634,16.128999,14.222999,8.5039996,1.473,11.89074925,377,48.18,43.12,14.67,8.44,32.622499999999995,116
RVNL,615914930176.0,LARGE CAP,53.514492,6.4702663,0.0,52.108,0.04522,0.056929998,0.026,0.04,295.4,CAPITAL GOODS,Industrials,Engineering & Construction,2026-05-11,2.6,4.0,3.3,1379,0.0,4.522,5.6929998,52.108,-2.43095005,1627,44.82,34.6,26.98,2.19,32.592999999999996,117
PARKHOSPS,112211329024.0,MID CAP,43.011593,8.316474,0.0,58.033,0.20516,0.16575001,0.178,0.134,259.79,PHARMA,Healthcare,Medical Care Facilities,2026-05-11,17.8,13.4,15.6,976,0.0,20.516,16.575001,58.033,4.495250250000002,852,63.25,21.16,16.6,1.0,32.5355,118
HINDALCO,2288702717952.0,LARGE CAP,14.16217,1.6847597,0.0,57.571,0.0868,0.06143,0.139,-0.451,1023.5,OTHERS,Basic Materials,Aluminum,2026-05-11,13.900000000000002,-45.1,-15.6,1988,0.0,8.68,6.143,57.571,-1.617350000000001,1552,53.08,35.49,14.36,2.83,32.532,119
NH,383127552000.0,LARGE CAP,49.34345,9.438041,0.0,57.614,0.11387999,0.114930004,0.574,-0.343,1886.4,PHARMA,Healthcare,Medical Care Facilities,2026-05-11,57.4,-34.300000000000004,11.549999999999995,1089,0.0,11.387999,11.4930004,57.614,0.5282497999999993,1310,43.1,39.49,25.37,7.58,32.51649999999999,120
JSL,610794012672.0,LARGE CAP,19.145144,13.570212,0.17407,37.523,0.10383,0.07434,0.112,0.425,741.3,METALS,Basic Materials,Steel,2026-05-11,11.2,42.5,26.85,717,17.407,10.383,7.434,37.523,7.313549999999999,623,49.71,34.55,22.84,9.58,32.515499999999996,121
RAMCOCEM,224595918848.0,LARGE CAP,39.002872,2.973509,0.0,62.153,0.04506,0.06527,0.062,1.14,950.5,OTHERS,Basic Materials,Building Materials,2026-05-11,6.2,114.0,60.1,390,0.0,4.506,6.526999999999999,62.153,-3.23175,1696,48.74,38.93,16.11,2.74,32.4915,122
JINDALSTEL,1253545345024.0,LARGE CAP,37.243046,2.523375,0.067719996,43.613,0.12809,0.06327,0.23,0.0,1232.0,METALS,Basic Materials,Steel,2026-05-11,23.0,0.0,11.5,1093,6.771999600000001,12.809,6.327000000000001,43.613,3.4333498600000008,953,54.48,27.82,21.97,4.23,32.48349999999999,123
UNIMECH,50719567872.0,MID CAP,75.84031,7.1844854,0.0,16.073,-0.1583,0.29236,-0.374,-0.861,997.3,DEFENCE,Industrials,Aerospace & Defense,2026-05-11,-37.4,-86.1,-61.75,2364,0.0,-15.83,29.236,16.073,0.9527000000000004,1266,62.04,21.42,17.93,1.52,32.4705,124
HDFCAMC,1177088032768.0,LARGE CAP,41.31128,12.747791,0.32929,0.0,0.78761,0.61833,0.037,-0.028,2747.2,OTHERS,Financial Services,Asset Management,2026-05-11,3.7,-2.8000000000000003,0.4499999999999997,1493,32.929,78.76100000000001,61.833000000000006,0.0,50.611700000000006,36,58.0,26.72,20.45,9.59,32.46949999999999,125
UNITDSPR,920962662400.0,LARGE CAP,52.296574,10.699919,0.0,4.898,0.14050001,0.13314,0.076,0.246,1266.1,FMCG,Consumer Defensive,Beverages - Wineries & Distilleries,2026-05-11,7.6,24.6,16.1,965,0.0,14.050001000000002,13.314,4.898,7.053700300000001,637,52.67,32.02,21.2,9.41,32.399499999999996,126
ADANIPORTS,4071786807296.0,LARGE CAP,30.329502,4.23558,0.15592,64.051,0.41025,0.33060002,0.265,0.036,1767.3,CAPITAL GOODS,Industrials,Marine Shipping,2026-05-11,26.5,3.6,15.05,997,15.592,41.025,33.060002,64.051,19.6246005,182,36.78,40.74,29.34,0.77,32.353,127
NATCOPHARM,216006508544.0,LARGE CAP,13.873231,2.497515,0.0,3.012,0.17379999,0.3413,0.363,0.139,1206.0,PHARMA,Healthcare,Drug Manufacturers - Specialty & Generic,2026-05-11,36.3,13.900000000000002,25.1,765,0.0,17.379998999999998,34.13,3.012,13.4452997,319,35.26,43.96,28.84,3.94,32.345,128
SWIGGY,684693323776.0,LARGE CAP,0.0,6.25,-0.29117,13.929,-0.15808,-0.18019,0.447,0.0,263.7,FMCG,Consumer Cyclical,Internet Retail,2026-05-11,44.7,0.0,22.35,819,-29.117,-15.808,-18.019,13.929,-20.831,2193,57.45,20.72,26.41,5.81,32.34499999999999,129
MOTILALOFS,518639550464.0,LARGE CAP,26.161093,4.004783,0.1555,164.419,-0.09198,0.23452999,1.523,0.0,860.7,OTHERS,Financial Services,Capital Markets,2026-05-11,152.29999999999998,0.0,76.14999999999999,327,15.55,-9.198,23.452999,164.419,-7.895550250000001,1973,63.26,28.28,10.6,9.46,32.329,130
ZYDUSLIFE,962915598336.0,LARGE CAP,19.501732,3.8050911,0.0,34.305,0.18827,0.18929,0.303,0.019,956.95,PHARMA,Healthcare,Drug Manufacturers - Specialty & Generic,2026-05-11,30.3,1.9,16.1,964,0.0,18.827,18.929,34.305,6.94985,643,47.16,34.04,24.36,5.14,32.29399999999999,131
JIOFIN,1586933006336.0,LARGE CAP,99.30991,1.136656,0.012130001,16.286,0.43075,0.57768,0.394,-0.14,240.33,OTHERS,Financial Services,Asset Management,2026-05-11,39.4,-14.000000000000002,12.7,1055,1.2130001,43.075,57.768,16.286,26.160450035000004,106,39.44,44.01,22.82,4.25,32.287,132
ACUTAAS,230082412544.0,LARGE CAP,80.29429,16.282722,0.23516001,2.081,0.41678002,0.25798,0.439,1.056,2810.3,CHEMICALS,Basic Materials,Specialty Chemicals,2026-05-11,43.9,105.6,74.75,335,23.516001,41.678002,25.798,2.081,26.97540095,101,59.81,20.82,24.01,9.1,32.272,133
VENTIVE,157045063680.0,MID CAP,42.83121,3.155783,0.0,42.178,0.33074,0.15432,0.284,3.717,672.45,FMCG,Consumer Cyclical,Lodging,2026-05-11,28.4,371.7,200.05,135,0.0,33.074,15.432000000000002,42.178,9.5624,488,59.32,24.89,19.82,9.48,32.236,134
AHLUCONT,55154204672.0,MID CAP,20.625,2.8660889,0.0,3.881,0.06595,0.05992,0.114,0.092,823.35,CAPITAL GOODS,Industrials,Engineering & Construction,2026-05-11,11.4,9.2,10.3,1131,0.0,6.595,5.992,3.881,3.0884,987,62.25,24.99,15.43,9.16,32.226,135
BALKRISIND,421798739968.0,LARGE CAP,33.954247,3.8503346,0.0,35.269,0.16359,0.1233,0.069,-0.15,2181.9,AUTO,Consumer Cyclical,Auto Parts,2026-05-11,6.9,-15.0,-4.05,1737,0.0,16.359,12.33,35.269,4.4633,854,51.65,27.65,24.66,3.29,32.208499999999994,136
KALYANKJIL,397811548160.0,LARGE CAP,35.178085,7.4551477,0.24305001,96.966,0.060599998,0.03778,0.669,1.17,385.2,FMCG,Consumer Cyclical,Luxury Goods,2026-05-11,66.9,117.0,91.95,277,24.305001,6.0599998,3.778,96.966,1.5726502899999986,1182,50.11,30.22,22.91,1.57,32.175,137
POLYCAB,1364815642624.0,LARGE CAP,51.182816,12.162677,0.24585,1.942,0.119969994,0.09251001,0.269,0.08,9065.5,CAPITAL GOODS,Industrials,Electrical Equipment & Parts,2026-05-11,26.9,8.0,17.450000000000003,929,24.585,11.9969994,9.251001,1.942,14.32240007,286,57.91,20.56,25.22,5.72,32.16949999999999,138
ABSLAMC,306239766528.0,LARGE CAP,31.461245,7.567997,0.25103,1.577,0.51856,0.47345,-0.145,-0.181,1059.3,OTHERS,Financial Services,Asset Management,2026-05-11,-14.499999999999998,-18.1,-16.299999999999997,2001,25.103,51.856,47.345,1.577,36.0214,72,53.35,36.29,13.64,8.3,32.1395,139
LAURUSLABS,684055134208.0,LARGE CAP,81.20513,14.237708,0.17743,46.369,0.22037001,0.12941,0.06,0.194,1266.8,PHARMA,Healthcare,Drug Manufacturers - Specialty & Generic,2026-05-11,6.0,19.4,12.7,1054,17.743000000000002,22.037001,12.941,46.369,11.4195003,400,49.65,39.94,14.66,9.16,32.1085,140
DELHIVERY,358736887808.0,LARGE CAP,238.38309,3.7251122,0.0,17.226,0.00791,0.015520001,0.179,0.576,479.15,CAPITAL GOODS,Industrials,Integrated Freight & Logistics,2026-05-11,17.9,57.6,37.75,562,0.0,0.791,1.5520001,17.226,-1.097299975,1508,53.55,22.77,27.81,4.23,32.102999999999994,141
GNFC,71266230272.0,MID CAP,11.419826,0.82419777,0.0,0.15,0.054109998,0.08185001,0.051,-0.08,485.0,CHEMICALS,Basic Materials,Chemicals,2026-05-11,5.1,-8.0,-1.4500000000000002,1665,0.0,5.4109998,8.185001,0.15,3.65455019,935,64.72,19.93,15.04,3.02,32.089,142
IREDA,367110324224.0,LARGE CAP,19.10526,2.7114282,0.0,554.116,0.87421995,0.45951,0.408,0.325,130.68,OTHERS,Financial Services,Credit Services,2026-05-11,40.8,32.5,36.65,577,0.0,87.421995,45.951,554.116,-17.6972515,2159,53.27,20.57,29.58,2.3,31.980499999999996,143
BAJAJFINSV,2866229542912.0,LARGE CAP,29.993313,3.6767297,0.14602,256.36,0.37205002,0.06568,0.053,0.057,1794.2,OTHERS,Financial Services,Financial Conglomerates,2026-05-11,5.3,5.7,5.5,1300,14.602,37.205002,6.5680000000000005,256.36,-7.721799400000005,1969,49.93,28.45,27.2,8.59,31.951499999999996,144
MAHSEAMLES,86898515968.0,MID CAP,10.3346615,1.3236504,0.0,0.151,0.11333,0.17288,-0.226,0.305,648.5,METALS,Basic Materials,Steel,2026-05-11,-22.6,30.5,3.9499999999999993,1353,0.0,11.333,17.288,0.151,7.706799999999999,600,63.18,24.47,11.12,3.22,31.912000000000003,145
BSE,1591213817856.0,LARGE CAP,73.729774,25.276604,0.0,0.0,0.8172,0.50727004,0.486,1.709,3918.0,OTHERS,Financial Services,Financial Data & Stock Exchanges,2026-05-11,48.6,170.9,109.75,229,0.0,81.72,50.727004,0.0,37.197751,68,57.64,21.71,20.82,0.32,31.859999999999996,146
INDIGO,1662350131200.0,LARGE CAP,51.66306,17.73431,0.0,866.462,0.15758,0.03793,0.062,-0.776,4299.4,CAPITAL GOODS,Industrials,Airlines,2026-05-11,6.2,-77.60000000000001,-35.7,2237,0.0,15.758,3.793,866.462,-80.97055,2324,61.89,20.03,20.07,8.43,31.845000000000002,147
FDC,61932953600.0,MID CAP,28.580013,2.5364397,0.0,0.852,0.080690004,0.10428,0.001,-0.237,380.4,PHARMA,Healthcare,Drug Manufacturers - Specialty & Generic,2026-05-11,0.1,-23.7,-11.8,1919,0.0,8.0690004,10.428,0.852,4.942500119999999,810,59.32,24.48,16.22,3.23,31.838,148
AMBER,300759220224.0,LARGE CAP,182.58499,8.227933,0.0,74.27,0.05263,0.01355,0.379,0.0,8539.5,FMCG,Consumer Cyclical,"Furnishings, Fixtures & Appliances",2026-05-11,37.9,0.0,18.95,899,0.0,5.263,1.355,74.27,-5.50935,1864,54.98,21.13,26.85,4.59,31.8355,149
VESUVIUS,97877843968.0,MID CAP,37.529182,5.888063,0.17066,0.826,0.14807001,0.12549,0.083,0.339,482.25,CAPITAL GOODS,Industrials,Specialty Industrial Machinery,2026-05-11,8.3,33.900000000000006,21.1,841,17.066,14.807001,12.549,0.826,13.4698503,317,62.81,22.06,14.65,4.45,31.818999999999996,150
ZEEL,86802145280.0,MID CAP,15.369048,0.7553999,0.0,2.465,0.08928,0.06843,0.142,-0.047,90.37,OTHERS,Communication Services,Broadcasting,2026-05-11,14.2,-4.7,4.75,1326,0.0,8.927999999999999,6.843000000000001,2.465,4.14265,892,62.42,19.4,16.68,0.42,31.794999999999995,151
INOXWIND,172529991680.0,MID CAP,36.434307,1.9609115,0.0,15.713,0.18948,0.113350004,0.325,-0.18,99.83,CAPITAL GOODS,Industrials,Specialty Industrial Machinery,2026-05-11,32.5,-18.0,7.25,1240,0.0,18.948,11.3350004,15.713,6.9468501,645,64.4,17.04,18.01,3.6,31.7945,152
ICICIPRULI,819530891264.0,LARGE CAP,50.863308,6.006478,0.12579,19.037,0.08467,0.02525,-0.789,0.614,565.6,OTHERS,Financial Services,Insurance - Life,2026-05-11,-78.9,61.4,-8.750000000000004,1848,12.579,8.466999999999999,2.5250000000000004,19.037,5.670299999999998,756,61.47,23.74,14.73,5.44,31.774999999999995,153
IRCTC,445440000000.0,LARGE CAP,31.29848,10.442806,0.0,1.836,0.31261998,0.28371,0.184,0.157,556.8,FMCG,Consumer Cyclical,Travel Services,2026-05-11,18.4,15.7,17.049999999999997,939,0.0,31.261998,28.371,1.836,16.287749400000003,246,60.29,28.65,10.76,6.28,31.758499999999998,154
EMAMILTD,194046066688.0,MID CAP,24.43925,6.6181836,0.0,2.457,0.29422,0.20806,0.098,0.146,444.55,FMCG,Consumer Defensive,Household & Personal Products,2026-05-11,9.8,14.6,12.2,1069,0.0,29.422,20.806,2.457,13.7824,301,61.53,22.13,15.77,3.78,31.738999999999997,155
ANGELONE,289286029312.0,LARGE CAP,32.203045,4.717009,0.15526,129.314,0.32589,0.19406,0.3,0.824,317.2,OTHERS,Financial Services,Capital Markets,2026-05-11,30.0,82.39999999999999,56.2,407,15.526000000000002,32.589,19.406,129.314,7.1309000000000005,632,37.28,43.43,25.17,6.75,31.6945,156
WHIRLPOOL,115497517056.0,MID CAP,34.746086,1.4142425,0.0,6.334,0.022449998,0.042340003,0.04,-0.396,910.0,FMCG,Consumer Cyclical,"Furnishings, Fixtures & Appliances",2026-05-11,4.0,-39.6,-17.8,2031,0.0,2.2449998,4.2340003,6.334,1.0986000150000002,1243,61.6,23.97,13.28,3.99,31.671999999999997,157
360ONE,453141102592.0,LARGE CAP,38.20829,4.5985494,0.14392,161.977,0.57660997,0.27163,0.269,0.11,1115.3,OTHERS,Financial Services,Asset Management,2026-05-11,26.9,11.0,18.950000000000003,898,14.392,57.660997,27.163,161.977,12.928549099999998,340,55.38,31.17,14.13,6.7,31.5965,158
TIPSMUSIC,83825565696.0,MID CAP,38.596233,32.24577,0.92331004,1.962,0.73416,0.5772,0.324,0.935,655.75,OTHERS,Communication Services,Entertainment,2026-05-11,32.4,93.5,62.95,376,92.331004,73.416,57.720000000000006,1.962,68.5744514,23,59.5,23.59,14.8,0.22,31.580000000000002,159
EMBDL,101208326144.0,MID CAP,0.0,0.96842414,0.0,45.923,-0.81169,-0.18847,-0.237,0.0,72.81,REALTY,Real Estate,Real Estate - Diversified,2026-05-11,-23.7,0.0,-11.85,1920,0.0,-81.169,-18.847,45.923,-33.65475,2267,59.58,20.7,18.77,2.08,31.5475,160
RAILTEL,106872487936.0,MID CAP,33.636364,5.0594063,0.16254,2.817,0.11559,0.08003,0.284,0.253,333.0,TELECOM,Communication Services,Telecom Services,2026-05-11,28.4,25.3,26.85,716,16.253999999999998,11.559,8.003,2.817,10.875649999999997,430,64.51,22.33,10.9,4.81,31.521499999999996,161
PAGEIND,404272152576.0,LARGE CAP,53.8903,28.689299,0.0,19.029,0.21024,0.14711,0.056,-0.074,36245.0,FMCG,Consumer Cyclical,Apparel Manufacturing,2026-05-11,5.6000000000000005,-7.399999999999999,-0.8999999999999995,1645,0.0,21.024,14.711,19.029,8.082049999999999,573,52.43,36.5,10.83,5.15,31.493000000000002,162
SONACOMS,369204920320.0,LARGE CAP,60.25888,6.457386,0.106850006,7.213,0.18818001,0.14081,0.476,0.171,593.55,AUTO,Consumer Cyclical,Auto Parts,2026-05-11,47.6,17.1,32.349999999999994,631,10.6850006,18.818001,14.081,7.213,12.18410051,366,59.83,24.16,12.88,0.23,31.385499999999997,163
SKFINDIA,84613079040.0,MID CAP,17.286133,3.0777726,0.0,0.122,0.11465,0.11158,-0.541,-0.434,1711.5,CAPITAL GOODS,Industrials,Tools & Accessories,2026-05-11,-54.1,-43.4,-48.75,2324,0.0,11.465,11.158,0.122,6.216799999999999,710,61.64,18.05,19.17,4.04,31.377499999999998,164
