FINAL_RANK,SYMBOL,SECTOR,PE_RATIO,PRICE_TO_BOOK,ROE,REVENUE_GROWTH,EARNINGS_GROWTH,PROMOTER_HOLDING,FII_HOLDING,DII_HOLDING,GROWTH_SCORE,QUALITY_SCORE,OWNERSHIP_SCORE,VALUATION_SCORE,FINAL_SCORE,RATING,AI_RESEARCH_SUMMARY
43,LENSKART,PHARMA,143.23099,12.917304,0.0,0.383,76.0,57.67,23.12,11.9,3819.15,-0.3066001800000011,29.5055,1594.4360163370393,1470.4413232134077,STRONG BUY,"LENSKART operates in the PHARMA sector and is currently classified as a UNKNOWN company.

The stock currently holds a STRONG BUY institutional rating with a factor score of 0 and a final institutional score of 1470.44.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.38.

Promoter holding is currently 57.67%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for LENSKART: STRONG BUY."
44,OMAXAUTO,AUTO,24.34428,1.5140494,0.11191,0.594,34.879,49.35,2.26,9.46,1773.65,8.329899999999999,19.4105,4319.674585416968,1402.4109870833936,STRONG BUY,"OMAXAUTO operates in the AUTO sector and is currently classified as a UNKNOWN company.

The stock currently holds a STRONG BUY institutional rating with a factor score of 0 and a final institutional score of 1402.41.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.11, while revenue growth stands at 0.59.

Promoter holding is currently 49.35%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for OMAXAUTO: STRONG BUY."
45,ANDHRSUGAR,CHEMICALS,16.152597,0.8242828,0.0,0.236,26.5,60.31,10.17,5.4,1336.8,2.3033,25.2165,4960.680825861869,1398.910455172374,STRONG BUY,"ANDHRSUGAR operates in the CHEMICALS sector and is currently classified as a UNKNOWN company.

The stock currently holds a STRONG BUY institutional rating with a factor score of 0 and a final institutional score of 1398.91.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.24.

Promoter holding is currently 60.31%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for ANDHRSUGAR: STRONG BUY."
46,TECHNVISN,OTHERS,0.0,0.0,0.0,-0.091,1.724,42.9,6.0,4.55,81.65,-6.755650060000001,17.948499999999996,5242.0,1074.458004982,STRONG BUY,"TECHNVISN operates in the OTHERS sector and is currently classified as a UNKNOWN company.

The stock currently holds a STRONG BUY institutional rating with a factor score of 0 and a final institutional score of 1074.46.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at -0.09.

Promoter holding is currently 42.9%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for TECHNVISN: STRONG BUY."
47,ASHOKA,CAPITAL GOODS,1.3168875,0.8882413,0.0,-0.235,2.225,37.35,2.76,8.12,99.5,10.613200499999998,15.899499999999998,5132.919369761765,1062.7977341023532,STRONG BUY,"ASHOKA operates in the CAPITAL GOODS sector and is currently classified as a UNKNOWN company.

The stock currently holds a STRONG BUY institutional rating with a factor score of 0 and a final institutional score of 1062.8.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at -0.23.

Promoter holding is currently 37.35%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for ASHOKA: STRONG BUY."
48,WILLAMAGOR,OTHERS,1.8783695,-0.17289689,0.0,0.878,2.964,56.64,11.47,4.38,192.1,231.3086735,23.686,4581.674122718724,1048.0946265937448,STRONG BUY,"WILLAMAGOR operates in the OTHERS sector and is currently classified as a UNKNOWN company.

The stock currently holds a STRONG BUY institutional rating with a factor score of 0 and a final institutional score of 1048.09.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.88.

Promoter holding is currently 56.64%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for WILLAMAGOR: STRONG BUY."
49,QUICKHEAL,IT,208.00002,2.6544092,0.0,0.013,58.0,14.22,13.64,4.13,2900.65,-0.7977,9.2925,848.0326387540674,1041.4207177508135,STRONG BUY,"QUICKHEAL operates in the IT sector and is currently classified as a UNKNOWN company.

The stock currently holds a STRONG BUY institutional rating with a factor score of 0 and a final institutional score of 1041.42.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.01.

Promoter holding is currently 14.22%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for QUICKHEAL: STRONG BUY."
50,MANALIPETC,CHEMICALS,8.525424,0.8298961,0.0,0.26,11.839,59.44,6.46,9.07,604.95,2.18914997,24.584499999999995,4206.850760082119,1028.428797007424,STRONG BUY,"MANALIPETC operates in the CHEMICALS sector and is currently classified as a UNKNOWN company.

The stock currently holds a STRONG BUY institutional rating with a factor score of 0 and a final institutional score of 1028.43.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.26.

Promoter holding is currently 59.44%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for MANALIPETC: STRONG BUY."
51,TAINWALCHM,CHEMICALS,18.154049,1.1224562,0.0,1.196,20.294,43.13,14.44,3.7,1074.5,16.90755,19.9975,3382.562484960529,1007.9342619921058,STRONG BUY,"TAINWALCHM operates in the CHEMICALS sector and is currently classified as a UNKNOWN company.

The stock currently holds a STRONG BUY institutional rating with a factor score of 0 and a final institutional score of 1007.93.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 1.2.

Promoter holding is currently 43.13%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for TAINWALCHM: STRONG BUY."
52,BFINVEST,OTHERS,9.807516,0.22755378,0.0,0.092,11.758,51.99,13.95,9.6,592.5,88.6859518,24.4475,3732.544831462767,955.7542518325532,STRONG BUY,"BFINVEST operates in the OTHERS sector and is currently classified as a UNKNOWN company.

The stock currently holds a STRONG BUY institutional rating with a factor score of 0 and a final institutional score of 955.75.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.09.

Promoter holding is currently 51.99%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for BFINVEST: STRONG BUY."
53,PROZONER,REALTY,0.0,1.5876446,0.0,0.298,1.4,38.98,5.46,1.35,84.9,-0.3801506000000003,15.4935,4258.895916630208,880.2338381460416,STRONG BUY,"PROZONER operates in the REALTY sector and is currently classified as a UNKNOWN company.

The stock currently holds a STRONG BUY institutional rating with a factor score of 0 and a final institutional score of 880.23.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at 0.3.

Promoter holding is currently 38.98%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for PROZONER: STRONG BUY."
54,SWSOLAR,IT,0.0,7.637265,-0.35946,-0.228,1.43,22.75,4.3,8.23,60.1,-29.697750000000003,10.36,4333.928107771565,877.978296554313,STRONG BUY,"SWSOLAR operates in the IT sector and is currently classified as a UNKNOWN company.

The stock currently holds a STRONG BUY institutional rating with a factor score of 0 and a final institutional score of 877.98.

Business quality metrics remain healthy with Return on Equity (ROE) at -0.36, while revenue growth stands at -0.23.

Promoter holding is currently 22.75%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for SWSOLAR: STRONG BUY."
55,NAVNETEDUL,OTHERS,9.721629,1.6788676,0.0,-0.115,10.938,50.56,14.94,6.71,541.15,1.2441498799999993,23.0395,3397.3439648643,846.79493793686,STRONG BUY,"NAVNETEDUL operates in the OTHERS sector and is currently classified as a UNKNOWN company.

The stock currently holds a STRONG BUY institutional rating with a factor score of 0 and a final institutional score of 846.79.

Business quality metrics remain healthy with Return on Equity (ROE) at 0.0, while revenue growth stands at -0.12.

Promoter holding is currently 50.56%, reflecting institutional and management ownership confidence.

The company demonstrates characteristics commonly associated with institutional-quality businesses including scalable operations, sector leadership potential, and factor strength.

Overall institutional outlook for NAVNETEDUL: STRONG BUY."
